1581	1549484473961
1175	1545178872541
1175	1547108472044
1175	1570861272120
1175	1571257272528
1175	1571617272298
1175	1574346072187
1175	1576030872245
1175	1577298072677
1175	1578241272331
1175	1578363672203
1175	1578673272470
1175	1578723672826
1175	1580005272319
1175	1580286072298
1175	1581394872366
1175	1581927672469
1175	1585693272420
1259	1547922073100
1259	1552746072360
1259	1553062872633
1259	1553372472178
1259	1555338072898
1259	1555712472429
1259	1559053272509
1259	1560896472527
1259	1561328472402
1259	1561616472273
1259	1563596472048
1259	1563805272510
1259	1564431672494
1259	1564878072370
1259	1565216472582
1259	1565605272431
1259	1566051672586
1259	1566462073171
1259	1566778872277
1259	1567642872440
1259	1568449272239
1259	1570623672695
1259	1570911672750
1259	1571480472106
1259	1571754072420
1259	1574598072249
1259	1575742872492
1259	1577665272376
1259	1578068472440
1259	1578579672891
1259	1579486872227
1259	1581754872639
1259	1582086072453
1259	1582107672601
1259	1582719672526
1259	1582770072865
1259	1583648472709
1259	1583662872509
1259	1585038072633
1259	1586514072518
1259	1588458072528
1259	1588947672722
1259	1589156472403
1259	1590258072108
1259	1590862872555
1259	1594146072803
1259	1594585272738
1933	1548404473748
1091	1547209272409
1303	1551630072518
1303	1552018872391
1303	1552357272703
1303	1552623672510
1303	1552962072678
1303	1554114072467
1303	1554265272415
1303	1554848472300
1303	1556367672724
1303	1556410872317
1303	1557382872934
1303	1557548472276
1303	1561630872607
1303	1566606072796
1303	1567023672592
1303	1567225272695
1303	1570054872270
1303	1578766872681
1303	1578939672888
1303	1578961272025
1303	1583245273012
1303	1584951672293
1303	1592850073415
1215	1547554872827
1215	1552486872451
1215	1552659672896
1215	1552774872605
1215	1553941272050
1215	1556295672398
1215	1558686072185
1215	1562300472375
1215	1563769272523
1215	1569982872555
1215	1570141272214
1215	1570285272375
1215	1570314072237
1215	1572992472292
1215	1573302072084
1215	1573719672511
1215	1574367672402
1215	1574475672533
1215	1574893272174
1215	1575397272382
1215	1575685272232
1215	1576138872494
1215	1576981272548
1215	1577290872491
1215	1577550072700
1215	1578298872552
1215	1579119672612
1215	1581330072367
1215	1581610872407
1215	1584541272397
1215	1584721272321
1215	1585419672684
1215	1586038872247
1215	1586506872719
1073	1547115672381
1437	1546266073730
1437	1552954873134
1437	1553610072760
1437	1561998073264
1437	1565662873178
1437	1568910072547
1437	1582539672657
1437	1587356472650
1437	1587565273382
1437	1590070872651
1437	1594369273013
1576	1547950873577
1576	1549383674546
1576	1590704473044
1276	1549052472907
1276	1549160472678
1276	1549398072723
1276	1550046072514
1276	1552170072842
1276	1552767672905
1276	1553142072332
1276	1553602872215
1276	1554618072280
1276	1556626872476
1276	1558304472479
1276	1560738072568
1276	1562257272306
1276	1564503672109
1276	1564978873030
1276	1565706072554
1276	1565814072763
1276	1566541272616
1276	1567254072208
1276	1567966872619
1276	1569061272446
1276	1571574072458
1276	1571876472311
1276	1574187672602
1276	1574432472499
1276	1580703672987
1276	1581474072913
1276	1585614073089
1276	1586823672714
1276	1587003672555
1276	1587874872682
1276	1588170073669
1276	1588465272892
1276	1589998872625
1276	1590517272565
1276	1591129272792
1276	1592562073134
1276	1593210072595
1276	1595146872707
1482	1546129273416
1482	1554517272509
1482	1566152472999
1482	1584973272719
1482	1590625272905
1482	1593498072898
1653	1547180474119
1494	1547562073710
1494	1548066074008
1494	1551147673863
1494	1558657273190
