115	1544599354932
117	1544494954735
117	1544498556112
122	1544444555312
1658	1544570560196
145	1544509354996
1706	1544642559908
79	1544541754745
1123	1544566958935
1666	1544581357156
226	1544466155884
254	1544624555775
1574	1544426556983
118	1544361755497
153	1544610154611
162	1544588555000
139	1544350954938
1514	1544606557256
224	1544376155717
160	1544505755708
1218	1544635358407
96	1544422955089
96	1544628155316
178	1544451755092
1203	1544563358627
1659	1544559759769
1560	1544368959664
120	1544613755783
1483	1544502158026
1064	1544372558853
1461	1544322160382
1461	1544343759737
100	1544516554824
138	1544455355115
124	1544379755275
124	1544617355207
165	1544433755230
255	1544408555233
199	1544480555987
209	1544534555624
111	1544354555567
111	1544620954887
127	1544484155108
119	1544412155696
86	1544523755067
1608	1544527357396
1120	1544552559102
1600	1544574159992
1181	1544631756653
157	1544595755479
137	1544404955614
262	1544602955155
1406	1544332959115
102	1544473355975
1401	1544340159149
1507	1544638964823
106	1544469755824
106	1544538155837
88	1544530955399
125	1544487755833
257	1544584955429
134	1544491354864
77	1544386955851
105	1544415755676
121	1544458955375
121	1544462555438
1490	1544329359916
92	1544358155629
92	1544365355170
92	1544390554960
101	1544520155531
109	1544347355250
109	1544383355204
144	1544545355836
1498	1544476957129
87	1544440954715
1599	1544325759512
146	1544401355218
1522	1544448157957
83	1544577755847
116	1544437355307
116	1544592155225
1479	1544397757274
1421	1544336559957
91	1544548955304
140	1544512955730
186	1544430155389
74	1544419355724
70	1544394155378
1594	1544556159706
